,R24_S00,R24_S01,R24_S02,R24_S10,R24_S11,R24_S12,R24_S20,R24_S21,R24_S22
raDeg,"[1.0772777777777778, 1.1057222222222225, 1.1341666666666665, 1.1626111111111113, 1.1910555555555555, 1.2195, 1.2479444444444445, 1.276388888888889, 1.276388888888889, 1.2479444444444443, 1.2195000000000003, 1.1910555555555558, 1.162611111111111, 1.1341666666666665, 1.1057222222222225, 1.0772777777777778]","[1.3121666666666667, 1.3406111111111112, 1.3690555555555557, 1.3975, 1.4259444444444445, 1.454388888888889, 1.4828333333333334, 1.5112777777777782, 1.5112777777777782, 1.4828333333333334, 1.454388888888889, 1.4259444444444445, 1.3975000000000002, 1.3690555555555555, 1.3406111111111112, 1.3121666666666667]","[1.547, 1.5754444444444444, 1.603888888888889, 1.6323333333333332, 1.6607777777777777, 1.6892222222222217, 1.7176666666666665, 1.7461111111111107, 1.7461111111111107, 1.7176666666666665, 1.689222222222222, 1.6607777777777777, 1.6323333333333332, 1.603888888888889, 1.5754444444444442, 1.5470000000000002]","[1.0775555555555554, 1.106, 1.1344444444444441, 1.1628888888888889, 1.1913333333333331, 1.2197777777777778, 1.2482222222222221, 1.2766666666666666, 1.2766666666666666, 1.2482222222222223, 1.2197777777777778, 1.1913333333333334, 1.1628888888888889, 1.1344444444444444, 1.1060000000000003, 1.0775555555555556]","[1.3126666666666664, 1.3411111111111111, 1.3695555555555554, 1.3980000000000001, 1.4264444444444444, 1.454888888888889, 1.4833333333333332, 1.5117777777777777, 1.5117777777777777, 1.4833333333333334, 1.454888888888889, 1.4264444444444442, 1.398, 1.3695555555555554, 1.3411111111111111, 1.3126666666666666]","[1.5475555555555554, 1.576, 1.6044444444444446, 1.632888888888889, 1.6613333333333333, 1.6897777777777776, 1.7182222222222219, 1.7466666666666666, 1.7466666666666666, 1.718222222222222, 1.6897777777777778, 1.6613333333333333, 1.632888888888889, 1.6044444444444446, 1.5759999999999998, 1.5475555555555554]","[1.078277777777778, 1.1067222222222222, 1.1351666666666667, 1.1636111111111112, 1.1920555555555554, 1.2205, 1.2489444444444444, 1.277388888888889, 1.277388888888889, 1.2489444444444444, 1.2205, 1.1920555555555556, 1.163611111111111, 1.1351666666666667, 1.1067222222222222, 1.0782777777777777]","[1.3132222222222225, 1.3416666666666666, 1.3701111111111113, 1.3985555555555556, 1.4270000000000003, 1.4554444444444443, 1.483888888888889, 1.5123333333333335, 1.5123333333333335, 1.483888888888889, 1.4554444444444445, 1.4270000000000003, 1.3985555555555556, 1.3701111111111113, 1.3416666666666668, 1.3132222222222223]","[1.548, 1.5764444444444443, 1.604888888888889, 1.6333333333333333, 1.661777777777778, 1.690222222222222, 1.7186666666666663, 1.7471111111111108, 1.7471111111111108, 1.7186666666666663, 1.690222222222222, 1.6617777777777778, 1.6333333333333333, 1.6048888888888888, 1.5764444444444443, 1.5479999999999998]"
decDeg,"[-0.18155555555555553, -0.18155555555555553, -0.1815555555555555, -0.1815555555555555, -0.1815555555555555, -0.18155555555555553, -0.18155555555555553, -0.18155555555555553, -0.2927777777777778, -0.29277777777777775, -0.2927777777777778, -0.2927777777777778, -0.29277777777777775, -0.29277777777777775, -0.29277777777777775, -0.29277777777777775]","[-0.18227777777777776, -0.18227777777777776, -0.1822777777777778, -0.18227777777777776, -0.1822777777777778, -0.18227777777777776, -0.18227777777777776, -0.1822777777777778, -0.2935, -0.29350000000000004, -0.2935, -0.2935, -0.29350000000000004, -0.2935, -0.2935, -0.29350000000000004]","[-0.18255555555555555, -0.18255555555555555, -0.18255555555555555, -0.18255555555555555, -0.18255555555555555, -0.18255555555555553, -0.18255555555555555, -0.18255555555555553, -0.29377777777777775, -0.29377777777777775, -0.29377777777777775, -0.29377777777777775, -0.2937777777777777, -0.29377777777777775, -0.29377777777777775, -0.29377777777777775]","[0.05327777777777777, 0.05327777777777777, 0.05327777777777778, 0.05327777777777777, 0.05327777777777778, 0.05327777777777778, 0.05327777777777777, 0.05327777777777778, -0.05794444444444445, -0.05794444444444445, -0.05794444444444445, -0.05794444444444445, -0.05794444444444445, -0.05794444444444445, -0.057944444444444465, -0.05794444444444445]","[0.052833333333333336, 0.05283333333333335, 0.052833333333333336, 0.05283333333333335, 0.05283333333333334, 0.05283333333333334, 0.052833333333333336, 0.05283333333333334, -0.058388888888888886, -0.058388888888888886, -0.058388888888888886, -0.05838888888888888, -0.05838888888888888, -0.058388888888888886, -0.058388888888888886, -0.058388888888888886]","[0.05227777777777778, 0.05227777777777778, 0.05227777777777778, 0.05227777777777778, 0.05227777777777778, 0.05227777777777778, 0.05227777777777777, 0.05227777777777777, -0.05894444444444445, -0.05894444444444445, -0.05894444444444444, -0.05894444444444445, -0.05894444444444445, -0.05894444444444444, -0.05894444444444444, -0.05894444444444445]","[0.2881666666666667, 0.2881666666666667, 0.2881666666666667, 0.28816666666666674, 0.2881666666666667, 0.2881666666666667, 0.2881666666666667, 0.2881666666666667, 0.17694444444444446, 0.17694444444444446, 0.17694444444444443, 0.17694444444444446, 0.17694444444444446, 0.17694444444444446, 0.17694444444444446, 0.17694444444444446]","[0.28772222222222227, 0.28772222222222227, 0.28772222222222227, 0.28772222222222227, 0.28772222222222227, 0.2877222222222222, 0.28772222222222227, 0.2877222222222222, 0.17650000000000002, 0.17650000000000002, 0.17650000000000002, 0.17650000000000002, 0.1765, 0.17650000000000002, 0.17650000000000002, 0.17650000000000005]","[0.2872777777777778, 0.2872777777777778, 0.28727777777777785, 0.2872777777777778, 0.2872777777777778, 0.2872777777777778, 0.2872777777777778, 0.2872777777777778, 0.1760555555555556, 0.17605555555555558, 0.17605555555555558, 0.17605555555555558, 0.17605555555555558, 0.17605555555555558, 0.17605555555555558, 0.17605555555555558]"
radDeg,"[1.0924678237347156, 1.1205266441632853, 1.1486044323816236, 1.1766998305924325, 1.2048116068367, 1.232938640826535, 1.2610799116394142, 1.2892344869961598, 1.3095316881855108, 1.2818231578913768, 1.2541475720997837, 1.226507160946723, 1.1989043572596476, 1.1713418197143093, 1.1438224591780342, 1.1163494687514501]","[1.3247644094237547, 1.3529439293687047, 1.38113430879641, 1.4093348960529357, 1.4375450903918054, 1.465764337117539, 1.4939921232726054, 1.5222279737984183, 1.5395073216047601, 1.5115944267933112, 1.4837017178774088, 1.4558303551012155, 1.4279815883680056, 1.4001567659673524, 1.3723573443286181, 1.344584898942335]","[1.5577315018872822, 1.5859833949078972, 1.614242049147892, 1.6425071156353526, 1.6707782689364434, 1.6990552052095307, 1.7273376404486562, 1.7556253088952611, 1.7706447059399766, 1.742601016763618, 1.7145705267592966, 1.68655389403707, 1.6585518208381722, 1.630565057265073, 1.6025944053928505, 1.5746407238076938]","[1.0788717079638015, 1.107282334833264, 1.135694654471845, 1.1641085429336409, 1.1925238880790954, 1.2209405882026023, 1.2493585508471052, 1.2777776917766515, 1.2779807434924422, 1.2495662221329054, 1.2211530938179849, 1.192741458101756, 1.1643314242499456, 1.1359231124529745, 1.10751665522535, 1.079112199025657]","[1.313729291174995, 1.3421512074511437, 1.3705740582743913, 1.3989977866843337, 1.427422340255801, 1.4558476706564398, 1.484273733255076, 1.5127004867741929, 1.5129046633947583, 1.4844818215159667, 1.4560598231461184, 1.4276387186639483, 1.3992185625397395, 1.3707994137591077, 1.342381336300554, 1.3139643996749013]","[1.5484380836662701, 1.5768666008129, 1.6052956820974476, 1.6337252980695707, 1.662155421293273, 1.690586026177619, 1.7190170888242362, 1.7474485868896885, 1.7476606694646895, 1.7192326808381526, 1.6908052455556606, 1.6623783920045283, 1.6339521505469554, 1.6055265536947438, 1.5771016363028951, 1.548677435784506]","[1.1161152225705897, 1.1436187201563588, 1.171167162843825, 1.1987574520095594, 1.2263867633688599, 1.2540525177109747, 1.2817523552469086, 1.3094841130680122, 1.2895838562323372, 1.2614145244819905, 1.2332578199984554, 1.2051146278652323, 1.1769859173738704, 1.1488727522194748, 1.1207763022042418, 1.0926978567139414]","[1.3443668343428505, 1.372165584016529, 1.3999902692062722, 1.4278393736759656, 1.45571149593615, 1.483605338698935, 1.5115196994631592, 1.5394534620923657, 1.5225955228206307, 1.4943465191109904, 1.4661050712566288, 1.4378716244746255, 1.40964665951928, 1.3814306962848888, 1.353224297853912, 1.3250280750558054]","[1.5744244789337427, 1.6023996946658134, 1.6303911439711907, 1.658398004849687, 1.6864195094679577, 1.7144549398026487, 1.7425036236943483, 1.7705649312681766, 1.7559564874772209, 1.7276577707284504, 1.6993639184554663, 1.6710751777472932, 1.6427918126661558, 1.6145141057258654, 1.5862423595269795, 1.5579768985683944]"
effarea,"[33.707007389658116, 33.654628462264476, 33.60633605032763, 33.54921072325912, 33.47931798988914, 33.445063774333654, 33.377589050338386, 33.262475301113426, 33.20190189944814, 33.285806226097996, 33.402979669284065, 33.43830322276504, 33.49716046679741, 33.558578045574805, 33.61805614278163, 33.66431122585828]","[33.16760128292177, 33.10178587630907, 32.97311901499054, 32.87453081104312, 32.78679324282047, 32.64259062692579, 32.50442563523679, 32.32050068044934, 32.27819831611405, 32.38771236346264, 32.55842551749046, 32.69215071174854, 32.810206091005846, 32.91307137632462, 33.01411050057204, 33.133973285242035]","[32.17771528510223, 32.01750512438963, 31.824499749032743, 31.682206571491584, 31.539035439235754, 31.366976891438448, 31.128270901600995, 30.645790975202182, 29.998026392889212, 30.955636674172744, 31.238036263770674, 31.454468859637817, 31.592373892790437, 31.73583672943437, 31.91416896766514, 32.08308244721463]","[33.71214280953445, 33.68653377778186, 33.63343905354634, 33.57122386443264, 33.51278078620592, 33.432451831980906, 33.41973794725048, 33.30165200634538, 33.30072858137822, 33.419011240696165, 33.432675210612, 33.51224814304889, 33.57083420469222, 33.6331199022906, 33.685959484170795, 33.7119744988985]","[33.19015092254009, 33.14334449449096, 33.02284198942514, 32.916884639661326, 32.81157521197392, 32.69205376370934, 32.55542381232385, 32.379585939223716, 32.37808581638493, 32.55433184935884, 32.69086594341598, 32.811045486063065, 32.91618963545249, 33.021738583217186, 33.142458356864296, 33.18949274820579]","[32.22974819206625, 32.07062609644835, 31.893373227642073, 31.722575001859322, 31.575220611011957, 31.42624948551379, 31.200704691938256, 30.840313803736514, 30.835268395277726, 31.19889466688149, 31.424715251657222, 31.57428493015318, 31.721623031442853, 31.8915958659568, 32.069310801623416, 32.2284080838086]","[33.66488533758576, 33.61855548480403, 33.558883395309564, 33.49752011228181, 33.438176664951115, 33.4033122942163, 33.28602911340517, 33.2020350835793, 33.26137548388416, 33.376067320507325, 33.445399284557084, 33.47836324553995, 33.5487105624433, 33.605678427799646, 33.654279694946815, 33.70692720961865]","[33.13481296808555, 33.01504941501232, 32.91376029651849, 32.810554253319836, 32.69281619217034, 32.55893127640758, 32.388261398774965, 32.27833017205802, 32.31960086682079, 32.502565909326194, 32.64104105907321, 32.78599383974727, 32.873221661999146, 32.972185984738836, 33.100706285181275, 33.167324850277495]","[32.08429258685624, 31.915667945408618, 31.73656654430224, 31.593235092924562, 31.45540936662025, 31.23900668602318, 30.957953638758436, 30.002100982184274, 30.637912292954102, 31.125470751847562, 31.36481632370891, 31.537789482358505, 31.680612581663034, 31.822405325363572, 32.01596494330729, 32.176341333949495]"
readnoise,"[5.02333, 4.96639, 4.94175, 4.98222, 5.07595, 5.02632, 5.05372, 5.16428, 5.25115, 5.21232, 5.2111, 5.23279, 5.23064, 5.21099, 5.17159, 5.19599]","[5.21346, 5.17986, 5.23391, 5.32649, 5.48307, 5.32493, 5.33078, 5.33291, 5.31033, 5.37428, 5.30018, 5.33397, 5.408, 5.38361, 5.3951, 5.3933]","[5.30649, 5.19873, 5.41546, 5.22117, 5.22084, 5.2378, 5.25709, 5.4331, 5.36312, 5.52006, 5.28479, 5.38066, 5.39806, 5.44303, 5.405, 5.36039]","[5.47644, 5.57058, 5.80495, 5.54948, 5.7597, 6.2276, 5.75925, 5.55656, 5.7352, 5.77072, 5.88582, 6.00203, 6.17844, 5.93781, 6.1333, 5.92745]","[5.21525, 5.1968, 5.24383, 5.32939, 5.25542, 5.46332, 5.25737, 5.35758, 5.40072, 5.32671, 5.36497, 5.49833, 5.51956, 5.42084, 5.38496, 5.51336]","[5.13021, 5.13234, 5.19089, 5.14771, 5.33977, 5.32008, 5.34044, 5.4291, 5.50773, 5.60884, 5.34447, 5.37053, 5.44507, 5.48315, 5.44913, 5.5316]","[5.50635, 5.28697, 5.33041, 5.17994, 5.29223, 5.3511, 5.55083, 5.4832, 5.82834, 5.48993, 5.66858, 5.69364, 5.82144, 6.07101, 6.20092, 5.7986]","[6.25423, 7.53837, 6.82047, 6.16383, 7.41123, 6.99084, 8.1849, 5.93879, 10.6342, 9.37486, 12.5993, 9.3911, 12.7357, 11.5739, 11.0195, 8.54617]","[5.22439, 5.22266, 5.3399, 5.31132, 5.48252, 5.28199, 5.20565, 5.30617, 5.46785, 5.33198, 5.4285, 5.47521, 5.2884, 5.30907, 5.43775, 5.27337]"
gain,"[1.06021, 1.05621, 1.05771, 1.06056, 1.06597, 1.05705, 1.05915, 1.0572, 1.13317, 1.12773, 1.1263, 1.12346, 1.11791, 1.11675, 1.10294, 1.10528]","[1.12822, 1.1386, 1.13966, 1.15221, 1.16525, 1.14038, 1.13679, 1.14011, 1.13792, 1.1513, 1.13266, 1.14271, 1.14178, 1.12103, 1.12311, 1.1242]","[1.12367, 1.11838, 1.12798, 1.12708, 1.12204, 1.12942, 1.12373, 1.13294, 1.10489, 1.11052, 1.11343, 1.11719, 1.13836, 1.13924, 1.13702, 1.13651]","[1.18474, 1.18565, 1.18918, 1.19066, 1.20919, 1.17731, 1.19083, 1.19817, 1.14608, 1.14587, 1.14099, 1.14736, 1.14465, 1.1504, 1.15459, 1.13978]","[1.12052, 1.12201, 1.13719, 1.13398, 1.12239, 1.13709, 1.12104, 1.12852, 1.14741, 1.13076, 1.14125, 1.13885, 1.11681, 1.12741, 1.12125, 1.10275]","[1.10425, 1.10997, 1.11928, 1.10513, 1.1116, 1.12235, 1.12144, 1.11898, 1.12766, 1.13092, 1.12708, 1.12438, 1.13713, 1.13198, 1.12392, 1.08934]","[1.13683, 1.12261, 1.13707, 1.10969, 1.12353, 1.13548, 1.13239, 1.132, 1.12021, 1.10412, 1.11482, 1.12916, 1.13006, 1.14509, 1.1781, 1.18406]","[1.12278, 1.13994, 1.12291, 1.12435, 1.11559, 1.11202, 1.11087, 1.11831, 1.06516, 1.06298, 1.07801, 1.08272, 1.07756, 1.0971, 1.1045, 1.09974]","[1.10259, 1.10673, 1.10792, 1.10996, 1.11393, 1.10658, 1.10531, 1.11801, 1.06347, 1.06585, 1.06166, 1.06516, 1.06088, 1.06674, 1.06683, 1.05738]"
saturation,"[142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0]","[142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0]","[142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0]","[142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0]","[142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0]","[142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0]","[142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0]","[142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0]","[142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0, 142857.0]"
