,R02_S00,R02_S01,R02_S02,R02_S10,R02_S11,R02_S12,R02_S20,R02_S21,R02_S22
raDeg,"[-0.33375, -0.3054722222222222, -0.27719444444444447, -0.2489166666666667, -0.2206388888888889, -0.19236111111111115, -0.16408333333333336, -0.13580555555555554, -0.13580555555555557, -0.16408333333333333, -0.19236111111111112, -0.2206388888888889, -0.2489166666666667, -0.27719444444444447, -0.3054722222222222, -0.33375]","[-0.09902777777777778, -0.07075000000000002, -0.042472222222222224, -0.014194444444444464, 0.014083333333333333, 0.04236111111111111, 0.07063888888888888, 0.09891666666666668, 0.09891666666666667, 0.07063888888888888, 0.04236111111111111, 0.014083333333333337, -0.014194444444444464, -0.042472222222222224, -0.07075000000000002, -0.09902777777777778]","[0.13569444444444442, 0.1639722222222222, 0.19224999999999995, 0.22052777777777774, 0.24880555555555556, 0.27708333333333335, 0.3053611111111111, 0.33363888888888893, 0.3336388888888889, 0.3053611111111111, 0.27708333333333335, 0.24880555555555556, 0.22052777777777774, 0.19224999999999998, 0.1639722222222222, 0.13569444444444442]","[-0.33375, -0.3054722222222222, -0.27719444444444447, -0.2489166666666667, -0.2206388888888889, -0.19236111111111115, -0.16408333333333333, -0.13580555555555557, -0.13580555555555554, -0.16408333333333333, -0.19236111111111112, -0.22063888888888894, -0.2489166666666667, -0.27719444444444447, -0.3054722222222222, -0.33375]","[-0.09902777777777778, -0.07075000000000002, -0.04247222222222223, -0.014194444444444461, 0.014083333333333337, 0.042361111111111106, 0.07063888888888886, 0.09891666666666667, 0.09891666666666668, 0.07063888888888886, 0.04236111111111111, 0.014083333333333333, -0.014194444444444464, -0.042472222222222224, -0.07075000000000002, -0.09902777777777778]","[0.13569444444444442, 0.16397222222222219, 0.19225, 0.22052777777777774, 0.2488055555555555, 0.2770833333333333, 0.3053611111111111, 0.33363888888888893, 0.3336388888888889, 0.3053611111111111, 0.2770833333333333, 0.24880555555555556, 0.22052777777777774, 0.19224999999999998, 0.1639722222222222, 0.13569444444444442]","[-0.33375, -0.3054722222222222, -0.27719444444444447, -0.2489166666666667, -0.2206388888888889, -0.19236111111111112, -0.16408333333333333, -0.13580555555555557, -0.13580555555555557, -0.1640833333333334, -0.1923611111111111, -0.22063888888888888, -0.2489166666666667, -0.2771944444444444, -0.3054722222222222, -0.33375000000000005]","[-0.09902777777777778, -0.07075000000000002, -0.042472222222222224, -0.014194444444444461, 0.014083333333333333, 0.04236111111111111, 0.07063888888888888, 0.09891666666666665, 0.09891666666666667, 0.07063888888888886, 0.04236111111111111, 0.014083333333333333, -0.014194444444444461, -0.042472222222222224, -0.07075000000000002, -0.09902777777777778]","[0.13569444444444442, 0.1639722222222222, 0.19224999999999995, 0.22052777777777774, 0.2488055555555555, 0.27708333333333335, 0.3053611111111111, 0.3336388888888889, 0.3336388888888889, 0.3053611111111111, 0.2770833333333333, 0.2488055555555555, 0.22052777777777774, 0.19224999999999995, 0.16397222222222224, 0.13569444444444442]"
decDeg,"[-1.5903333333333332, -1.5903333333333332, -1.5903333333333332, -1.5903333333333332, -1.5903333333333334, -1.5903333333333334, -1.5903333333333334, -1.5903333333333332, -1.701444444444444, -1.7014444444444443, -1.7014444444444443, -1.7014444444444443, -1.7014444444444443, -1.7014444444444443, -1.701444444444444, -1.7014444444444443]","[-1.5903333333333332, -1.5903333333333332, -1.5903333333333332, -1.5903333333333334, -1.5903333333333332, -1.5903333333333332, -1.5903333333333334, -1.5903333333333334, -1.7014444444444443, -1.7014444444444443, -1.7014444444444443, -1.7014444444444443, -1.7014444444444443, -1.701444444444444, -1.7014444444444443, -1.7014444444444443]","[-1.5903333333333332, -1.5903333333333334, -1.5903333333333334, -1.5903333333333332, -1.5903333333333334, -1.5903333333333334, -1.5903333333333332, -1.5903333333333334, -1.701444444444444, -1.7014444444444443, -1.701444444444444, -1.701444444444444, -1.7014444444444443, -1.7014444444444443, -1.7014444444444443, -1.7014444444444443]","[-1.355611111111111, -1.355611111111111, -1.3556111111111113, -1.355611111111111, -1.355611111111111, -1.355611111111111, -1.355611111111111, -1.355611111111111, -1.466722222222222, -1.466722222222222, -1.466722222222222, -1.466722222222222, -1.466722222222222, -1.466722222222222, -1.466722222222222, -1.466722222222222]","[-1.355611111111111, -1.355611111111111, -1.3556111111111113, -1.355611111111111, -1.355611111111111, -1.355611111111111, -1.355611111111111, -1.355611111111111, -1.466722222222222, -1.466722222222222, -1.466722222222222, -1.4667222222222223, -1.4667222222222223, -1.466722222222222, -1.466722222222222, -1.466722222222222]","[-1.355611111111111, -1.355611111111111, -1.355611111111111, -1.355611111111111, -1.355611111111111, -1.355611111111111, -1.355611111111111, -1.355611111111111, -1.466722222222222, -1.4667222222222223, -1.466722222222222, -1.466722222222222, -1.466722222222222, -1.466722222222222, -1.4667222222222223, -1.466722222222222]","[-1.1208888888888888, -1.1208888888888888, -1.1208888888888888, -1.1208888888888888, -1.1208888888888888, -1.1208888888888888, -1.1208888888888888, -1.1208888888888888, -1.232, -1.232, -1.232, -1.2319999999999998, -1.232, -1.2319999999999998, -1.232, -1.232]","[-1.1208888888888888, -1.1208888888888888, -1.1208888888888888, -1.1208888888888888, -1.1208888888888888, -1.1208888888888888, -1.1208888888888888, -1.1208888888888888, -1.232, -1.232, -1.232, -1.232, -1.232, -1.2319999999999998, -1.232, -1.2319999999999998]","[-1.1208888888888888, -1.1208888888888888, -1.1208888888888888, -1.1208888888888888, -1.1208888888888888, -1.1208888888888888, -1.1208888888888888, -1.1208888888888888, -1.232, -1.232, -1.232, -1.2319999999999998, -1.232, -1.232, -1.232, -1.232]"
radDeg,"[1.6249678662644396, 1.619397858686514, 1.614303917404003, 1.6096905620258704, 1.6055619352447805, 1.601921784932705, 1.5987734476406599, 1.596119833666609, 1.7068541017971097, 1.7093357257437791, 1.7122806770766423, 1.7156865699127977, 1.7195506653107464, 1.7238698820571563, 1.728640808629039, 1.7338597162260279]","[1.5934127190899803, 1.5919058979954623, 1.5909002286419964, 1.5903966617228342, 1.5903956741800935, 1.5908972669496968, 1.5919009649569407, 1.5934058193627458, 1.704316528165825, 1.7029097402140094, 1.7019715431690319, 1.7015027121646575, 1.701503635187232, 1.701974311472478, 1.7029143515086553, 1.7043229786460572]","[1.5961103860650503, 1.5987620509709521, 1.601908449771482, 1.6055466738707727, 1.6096733883645307, 1.614284846965662, 1.6193769084986862, 1.6249450547989492, 1.7338383382049298, 1.7286211831511344, 1.723852024376879, 1.7195345894626504, 1.7156722886583977, 1.7122682018552464, 1.7093250666277373, 1.7068452674518804]","[1.396083722928221, 1.3895961105638521, 1.383655992854917, 1.3782704486540875, 1.3734460017431225, 1.3691885833503357, 1.365503497194991, 1.3623953875175494, 1.4729946358383579, 1.475869755799446, 1.4792798217487346, 1.4832211440161245, 1.4876895002498403, 1.4926801574094024, 1.4981878959483963, 1.5042070359097823]","[1.3592226290829523, 1.3574557499277893, 1.3562761656890345, 1.3556854093865884, 1.3556842507880207, 1.3562726914043257, 1.3574499644800884, 1.3592145399781963, 1.47005321219945, 1.4684218875242219, 1.4673336869635072, 1.4667898193371887, 1.4667908901408448, 1.4673368981814536, 1.4684272355840275, 1.4700606911690999]","[1.3623843183520714, 1.3654901526691028, 1.3691729803729813, 1.3734281598732054, 1.3782503899813225, 1.3836337418680758, 1.389571694008163, 1.3960571696537565, 1.5041823921182054, 1.4981652499047362, 1.492659532297128, 1.4876709174966192, 1.483204623187915, 1.4792653804508387, 1.475857409585631, 1.4729843981291062]","[1.1695156061841168, 1.16176300302908, 1.154650968348291, 1.1481914054765052, 1.1423953824814392, 1.1372730444455197, 1.1328335300178949, 1.1290848937287374, 1.2394612968543313, 1.2428769813467517, 1.2469246545283463, 1.2515981848527045, 1.2568905909143844, 1.262794091559591, 1.269300160234862, 1.2763995827372852]","[1.125254260569468, 1.1231192390587117, 1.1216931669407864, 1.1209787499249537, 1.1209773486600185, 1.1216889658181757, 1.1231122460695917, 1.1252444889482773, 1.2359639958039643, 1.2340231292689998, 1.2327279453171718, 1.232080480207734, 1.2320817550795795, 1.2327317679199583, 1.2340294935803355, 1.2359728918390966]","[1.1290715364529917, 1.1328174437065124, 1.1372542585131973, 1.142373930746848, 1.1481673258703513, 1.154624302595818, 1.161733796312844, 1.1694839067929, 1.2763705386445927, 1.2692734287230316, 1.2627697101015656, 1.2568685943977573, 1.251578605347254, 1.24690752106527, 1.2428623197129378, 1.2394491294048917]"
effarea,"[31.759324946576015, 31.784807823140383, 31.82402345714914, 31.859539307455915, 31.891323481600573, 31.919347126644404, 31.94143682853144, 31.957219085031014, 31.302820307838477, 31.28198557725941, 31.257260933676317, 31.228666408015926, 31.196224995344952, 31.158603061405323, 31.11687221085132, 31.07122291197747]","[31.973319534094017, 31.98228128860888, 31.988262464411147, 31.99125740729306, 31.991263280661602, 31.98828007895042, 31.982310627646147, 31.973360569928943, 31.324124769782976, 31.335935603570785, 31.343812333922465, 31.347748453122296, 31.347740703790784, 31.343789092344487, 31.33589688896952, 31.324070614108855]","[31.95727527424036, 31.94150460974089, 31.919449787192093, 31.891440971069795, 31.85967151864178, 31.82417027064559, 31.78496910786133, 31.759420673281557, 31.071409903537734, 31.117043873079435, 31.158759260872174, 31.196359961790762, 31.228786307764697, 31.25736567068816, 31.282075066970872, 31.3028944774978]","[32.92605813633552, 32.94648119342313, 32.96518073283197, 32.985158216454366, 33.00878011621948, 33.02962567891061, 33.047668935970705, 33.06288714784338, 32.609709159597024, 32.59663388197474, 32.58112581288519, 32.560947374592, 32.537499249739625, 32.51131030104081, 32.482407918562416, 32.441988870502016]","[33.07760902026698, 33.08441259185383, 33.08895471675672, 33.09122949190607, 33.091233953223224, 33.08896809488994, 33.0844348693862, 33.07764016829605, 32.62308596863595, 32.63050479752288, 32.63545364300851, 32.6379270077029, 32.63792213797389, 32.63543903924702, 32.630480475975375, 32.62305195627966]","[33.062941345707344, 33.04773427466316, 33.02970207564041, 33.00886747522054, 32.985256429569, 32.96525077912157, 32.946558056941285, 32.92614172626195, 32.44216993292962, 32.48252675583308, 32.51141853328157, 32.537596764506766, 32.56103406921128, 32.58119148805068, 32.59669002925742, 32.60975571796415]","[33.56177078466095, 33.57532453327973, 33.59151665307492, 33.60734833402473, 33.62155375142789, 33.63123407414638, 33.6374359875024, 33.64267275784016, 33.45192016714905, 33.44241897905522, 33.42825490904688, 33.411900769833935, 33.393380991529924, 33.36979341792854, 33.340205555401006, 33.30791927815573]","[33.648024076174586, 33.65100665876077, 33.652998853145775, 33.653996879507545, 33.65399883704679, 33.6530047220305, 33.65101642782749, 33.648037726935044, 33.44824392396026, 33.446203751473895, 33.44484229842408, 33.444161705256874, 33.44416304535853, 33.44484631661332, 33.446210441420185, 33.44825327516798]","[33.6426914176887, 33.63745845975946, 33.631260317720184, 33.62160632727932, 33.60740735050148, 33.59158200791298, 33.57537559490148, 33.56182620418537, 33.30805136293146, 33.34032712317667, 33.36990429828722, 33.3934579641973, 33.41196928462588, 33.4283148643742, 33.44247028468155, 33.45190737714256]"
readnoise,"[5.952, 6.097, 6.054, 6.068, 6.034, 5.907, 5.888, 5.792, 5.933, 6.064, 6.175, 6.193, 6.259, 6.256, 6.138, 5.99]","[6.758, 6.302, 6.624, 6.36, 6.34, 6.508, 6.225, 6.275, 6.203, 6.584, 6.493, 6.283, 6.526, 6.525, 6.384, 6.586]","[6.019, 6.123, 6.242, 6.237, 6.175, 6.08, 6.005, 5.926, 6.174, 6.679, 6.195, 6.199, 6.185, 6.199, 6.171, 6.032]","[6.218, 6.266, 6.311, 6.422, 6.496, 6.305, 6.196, 6.678, 7.702, 6.282, 6.413, 6.479, 6.738, 6.597, 6.495, 6.396]","[6.924, 7.198, 7.285, 7.504, 7.424, 7.25, 7.145, 8.229, 9.312, 8.902, 9.079, 9.068, 9.619, 9.33, 8.607, 8.287]","[6.891, 6.773, 6.706, 6.787, 6.575, 6.55, 6.419, 7.517, 8.755, 6.634, 6.894, 6.851, 6.997, 7.355, 7.008, 7.34]","[6.237, 6.038, 6.196, 6.154, 6.21, 6.173, 5.994, 6.174, 8.511, 6.127, 6.404, 6.388, 6.489, 6.529, 6.52, 6.352]","[9.279, 9.975, 10.042, 10.211, 9.72, 9.234, 8.417, 9.345, 9.372, 8.262, 8.125, 8.69, 8.997, 9.127, 8.814, 8.608]","[7.305, 7.271, 7.328, 7.397, 7.526, 7.372, 6.831, 8.85, 9.921, 6.539, 7.243, 7.133, 7.257, 7.437, 7.558, 7.261]"
gain,"[1.35868, 1.36054, 1.36442, 1.36075, 1.35093, 1.35001, 1.35491, 1.34822, 1.39368, 1.42554, 1.42244, 1.40761, 1.41127, 1.42879, 1.40461, 1.39554]","[1.40979, 1.4338, 1.41566, 1.42536, 1.43059, 1.4323, 1.42458, 1.39557, 1.41462, 1.46428, 1.43746, 1.4252, 1.41716, 1.42799, 1.42613, 1.43543]","[1.40964, 1.42671, 1.41561, 1.40878, 1.36449, 1.40788, 1.42384, 1.39158, 1.46805, 1.47881, 1.4265, 1.37529, 1.38537, 1.40895, 1.42401, 1.42406]","[1.40837, 1.41152, 1.40638, 1.41043, 1.40816, 1.40151, 1.41527, 1.38749, 1.3877, 1.42559, 1.42507, 1.44266, 1.4481, 1.4551, 1.45604, 1.44643]","[1.35736, 1.36847, 1.36078, 1.36811, 1.36642, 1.34909, 1.35949, 1.3632, 1.34279, 1.38363, 1.38464, 1.39459, 1.40347, 1.39796, 1.40465, 1.39845]","[1.37383, 1.37276, 1.37764, 1.3865, 1.38575, 1.39345, 1.40211, 1.37172, 1.3904, 1.46217, 1.45265, 1.44171, 1.45161, 1.43656, 1.45508, 1.43758]","[1.40624, 1.41151, 1.40977, 1.41979, 1.42528, 1.4072, 1.40599, 1.40722, 1.32799, 1.35333, 1.36952, 1.39343, 1.39156, 1.40409, 1.39452, 1.39396]","[1.46465, 1.46039, 1.44722, 1.46225, 1.45906, 1.45614, 1.46258, 1.40867, 1.38041, 1.39244, 1.39545, 1.40004, 1.39056, 1.38853, 1.39217, 1.41541]","[1.40977, 1.42048, 1.42384, 1.43721, 1.42614, 1.45077, 1.44858, 1.41008, 1.35109, 1.38298, 1.41659, 1.38499, 1.38304, 1.38005, 1.39682, 1.39098]"
saturation,"[85531.0, 85562.0, 85066.0, 85569.0, 85979.0, 86168.0, 85579.0, 96777.0, 80150.0, 78056.0, 78186.0, 79034.0, 78808.0, 78022.0, 79174.0, 89320.0]","[92907.0, 91350.0, 92381.0, 91724.0, 91292.0, 91204.0, 91282.0, 92788.0, 88220.0, 86755.0, 77279.0, 77985.0, 78419.0, 77989.0, 78044.0, 87521.0]","[64764.0, 90169.0, 80488.0, 90560.0, 92822.0, 90090.0, 89097.0, 64556.0, 83969.0, 73791.0, 76234.0, 70450.0, 78466.0, 77590.0, 77102.0, 77120.0]","[82274.0, 73382.0, 73652.0, 73735.0, 73748.0, 74264.0, 73434.0, 74583.0, 88783.0, 86798.0, 86697.0, 85692.0, 85426.0, 85140.0, 85001.0, 85350.0]","[84675.0, 84066.0, 84400.0, 83821.0, 83912.0, 84705.0, 83943.0, 93458.0, 71829.0, 87717.0, 87824.0, 87285.0, 77654.0, 77985.0, 86995.0, 87181.0]","[83354.0, 83282.0, 82667.0, 81946.0, 81773.0, 81022.0, 79916.0, 81286.0, 85353.0, 82049.0, 82781.0, 83717.0, 83660.0, 84572.0, 83842.0, 95634.0]","[83058.0, 83138.0, 83346.0, 82756.0, 82449.0, 74643.0, 59473.0, 33865.0, 59401.0, 102605.0, 101740.0, 100311.0, 100215.0, 99265.0, 99997.0, 99699.0]","[89574.0, 80004.0, 80319.0, 79609.0, 79593.0, 79559.0, 79048.0, 81508.0, 88339.0, 77837.0, 78257.0, 78020.0, 78656.0, 79071.0, 88292.0, 87347.0]","[102404.0, 101502.0, 100719.0, 99202.0, 99313.0, 97414.0, 96859.0, 98726.0, 98556.0, 96225.0, 96437.0, 86706.0, 87040.0, 87794.0, 113032.0, 98478.0]"
